address,balance
0x6c38c0c1fbe42c3ccadc3599f82becb8a7f522e9,4229676
0x77bab32f75996de8075eba62aea7b1205cf7e004,1396995
0xebe3b07d72cbe336380f4881241ca569be045142,1000000
0xaa3e78e700f93c7b81553a7d7c10899ba5349bc5,99999
0xe39b012ab3b20e94a9beea557eb0de4171d4d3e4,2000
