address,balance
0x7d2b2195951a156e4c111f99808fdc0ec01f1446,24099998
0xba5f6cf1121c572602e638bc8a0d87db61072e35,2000000
0x64d48aea239f8927422be9d5dcd411b4a3c32013,1999410
0x3fb137161365f273ebb8262a26569c117b6cbafb,1499999
0x2bdfe9e28802b663040ac8bb2563dd40cf3afef5,999999
0x77bab32f75996de8075eba62aea7b1205cf7e004,210000
