address,balance
0xd925c84b55e4e44a53749ff5f2a5a13f63d128fd,1000000
0xf2f1acbe0ba726fee8d75f3e32900526874740bb,500000
0x437cc33344a0b27a429f795ff6b469c72698b291,100000
